wave,0_1_cont_active,0_2_cont_synth,0_3_cont_tr_normed,0_4_cont_np_normed,0_5_cont_en_normed,1_0_res_en_normed_tr_normed,1_1_res_np_normed_tr_normed,1_2_res_nns_tr_normed,1_3_res_nna_tr_normed,1_4_err_lower,1_5_err_upper
3900.0,1341.164858963899,1360.4285851284799,1345.5546811467527,1315.8055964084676,1266.9598461258165,0.06203419568604952,0.06203419568604952,-0.010933243195123106,0.0032731456479813026,-0.01861264792347547,0.01861264792347547
3900.300000000002,1341.5656550397189,1360.951282553966,1345.3840679447403,1315.5735499998857,1267.043095001495,0.061829761949140916,0.061829761949140916,-0.011438497737540847,0.002846222650951118,-0.01883260551033567,0.01883260551033567
3900.600000000004,1341.9640205108192,1361.4701204400296,1345.2432676710243,1315.372456417929,1267.1543342511325,0.061625432127051204,0.061625432127051204,-0.011918626122766656,0.0024436174562521133,-0.018541202800179117,0.018541202800179117
3900.900000000006,1342.3599583510882,1361.9850468784944,1345.0683285721457,1315.140602353319,1267.2324233901088,0.0614219647046355,0.0614219647046355,-0.012420574575512617,0.0020176658174087736,-0.018541016736029283,0.018541016736029283
3901.200000000008,1342.7534733559862,1362.4960129216756,1344.9634869531424,1314.979984023847,1267.3747864168909,0.061220012712742626,0.061220012712742626,-0.012867981428702314,0.0016458542328421295,-0.01881839065926663,0.01881839065926663
3901.50000000001,1343.1445691399388,1363.0029677467842,1344.7459207735164,1314.7108119145093,1267.4098695367286,0.061018975073198894,0.061018975073198894,-0.013394739569636072,0.0011922273952460847,-0.019092937254615104,0.019092937254615104
3901.800000000012,1343.5332481682271,1363.5058585712634,1344.6301008762684,1314.545155901987,1267.5407716831253,0.06081802725034143,0.06081802725034143,-0.013843551159233723,0.0008163909951650446,-0.019543382185544956,0.019543382185544956
3902.100000000014,1343.9195146535667,1364.0046355242762,1344.4797384525555,1314.3448930335335,1267.636848485475,0.06061900934710867,0.06061900934710867,-0.014314360686019972,0.00041688315665825337,-0.019372750798443833,0.019372750798443833
3902.400000000016,1344.3033727664176,1364.4992487180032,1344.3208935167195,1314.1385321903574,1267.7236613857197,0.06042107950187906,0.06042107950187906,-0.014788082237474116,1.3049803634589937e-05,-0.020020887695258234,0.020020887695258234
3902.700000000018,1344.684826059652,1364.9896472203122,1344.1816054592923,1313.9551713815035,1267.8279305914812,0.060224004397970564,0.060224004397970564,-0.015244102031096442,-0.0003742292233359809,-0.019815172148972573,0.019815172148972573
3903.00000000002,1345.0638765767953,1365.475777375295,1344.0575463260025,1313.7892584146557,1267.9468621560331,0.06002671440075171,0.06002671440075171,-0.015685519223642756,-0.0007481450844918449,-0.020232785290001085,0.020232785290001085
3903.300000000022,1345.4405295699075,1365.9575912297787,1343.903463580885,1313.5935515509912,1268.0339430056601,0.05983240511321733,0.05983240511321733,-0.016145484353984055,-0.0011423781374747576,-0.02025660294244195,0.02025660294244195
3903.600000000024,1345.8147886534157,1366.4350379609775,1343.7690611536627,1313.4217283363369,1268.1409570875014,0.05963698565485477,0.05963698565485477,-0.01658771151629054,-0.0015200977844308419,-0.020476759596129948,0.020476759596129948
3903.900000000026,1346.1866567700097,1366.9080654882587,1343.641659077711,1313.2559852219633,1268.2518483687045,0.05944388001955383,0.05944388001955383,-0.017021212579533294,-0.0018905392866587756,-0.020357989457608985,0.020357989457608985
3904.200000000028,1346.5561371947463,1367.376622295637,1343.496951683891,1313.0770389519423,1268.3455013978091,0.05925156055921641,0.05925156055921641,-0.017463821205080617,-0.002271829249542038,-0.02013520997778072,0.02013520997778072
3904.50000000003,1346.9232345583362,1367.8406594385162,1343.3071302820404,1312.8543458389597,1268.3947797731066,0.05906075277472714,0.05906075277472714,-0.017935986542993117,-0.00268473985933362,-0.020026867740474828,0.020026867740474828
3904.800000000032,1347.2879524752043,1368.3001260941105,1343.1813115135915,1312.6989933307775,1268.5039402141085,0.05887042911894947,0.05887042911894947,-0.018357684374822214,-0.003048083985913451,-0.02124887243079251,0.02124887243079251
3905.100000000034,1347.650293285271,1368.7549689291054,1343.0324472257264,1312.520799847344,1268.5896617020067,0.05868153254839177,0.05868153254839177,-0.018792627864502084,-0.003426579391239834,-0.020555434656345264,0.020555434656345264
3905.400000000036,1348.0102614803052,1369.2051387758038,1342.887909941775,1312.3493413954563,1268.678702780754,0.05849330251888491,0.05849330251888491,-0.01922079088303898,-0.0037999211363042747,-0.020594619387209558,0.020594619387209558
3905.700000000038,1348.3678610770753,1369.6505855940031,1342.8062088207516,1312.2406239226277,1268.8249087542151,0.05830694176643669,0.05830694176643669,-0.01959939544469449,-0.004124696865727037,-0.020182858233185712,0.020182858233185712
3906.00000000004,1348.723095485816,1370.091258143708,1342.635243262014,1312.0465139758899,1268.8879568627642,0.05811962041280985,0.05811962041280985,-0.02003954978272293,-0.00451378778957705,-0.01991550097502906,0.01991550097502906
3906.300000000042,1349.0759670636573,1370.5271029863638,1342.5141230409868,1311.9041837207862,1268.9926070092897,0.05793691438831115,0.05793691438831115,-0.020439628976605027,-0.004864006702751513,-0.020685498049451682,0.020685498049451682
3906.600000000044,1349.4264808916928,1370.9580722593068,1342.3677836718552,1311.7377937788824,1269.0746696112622,0.05775319279128305,0.05775319279128305,-0.020854245781638806,-0.005230891763192273,-0.02061754525995099,0.02061754525995099
3906.900000000046,1349.7746405843473,1371.3841151397498,1342.243151121669,1311.5951028739405,1269.176777333019,0.05756989498514764,0.05756989498514764,-0.021249299674972466,-0.005579805150227783,-0.020859005138118922,0.020859005138118922
3907.200000000048,1350.1204489527324,1371.8051790837258,1342.092740258362,1311.4288505914412,1269.2506965528396,0.05738980006341878,0.05738980006341878,-0.021659378035052357,-0.00594592542764342,-0.02123355877595999,0.02123355877595999
3907.50000000005,1350.4639095633947,1372.2212131035492,1341.9693556252212,1311.289822252567,1269.3505634799978,0.05720940631730197,0.05720940631730197,-0.022045923019069467,-0.006290116712473448,-0.02129326923989432,0.02129326923989432
3907.800000000052,1350.8050268871339,1372.6321681896588,1341.8386209160724,1311.1474933158813,1269.4430623758312,0.05702938610318513,0.05702938610318513,-0.022433937232989053,-0.006637821855775971,-0.021409796330196483,0.021409796330196483
3908.100000000054,1351.1438045383761,1373.0379935192707,1341.720193716058,1311.0170775342167,1269.5433847328407,0.05685257380818533,0.05685257380818533,-0.022809129521709413,-0.0069745442183924465,-0.021372161889628812,0.021372161889628812
3908.400000000056,1351.4802447365178,1373.4386351402563,1341.5894151101545,1310.878251208234,1269.6344495731946,0.05667376587107314,0.05667376587107314,-0.023189396959915703,-0.007318511877598674,-0.021673607253498484,0.021673607253498484
