wave,0_1_cont_active,0_2_cont_synth,0_3_cont_tr_normed,0_4_cont_np_normed,0_5_cont_en_normed,1_0_res_en_normed_tr_normed,1_1_res_np_normed_tr_normed,1_2_res_nns_tr_normed,1_3_res_nna_tr_normed,1_4_err_lower,1_5_err_upper
3900.0,515.5312588797749,501.91304002016705,497.60222657774005,501.22050716169167,489.3857461056937,0.01678937430734201,0.01678937430734201,-0.008588714302049966,-0.03477772566573797,-0.01837215120272709,0.01837215120272709
3900.300000000002,515.3565957157476,501.7546110607279,497.41881041378684,501.1224714415574,489.20829765851425,0.01678326552221293,0.01678326552221293,-0.008641269231279369,-0.03480654209310431,-0.017585904246045028,0.017585904246045028
3900.600000000004,515.181579172919,501.59607817638255,497.23343703759974,501.02162318405186,489.02833152830647,0.016778384768937168,0.016778384768937168,-0.008697514067713696,-0.03483847346624034,-0.017736257380601056,0.017736257380601056
3900.900000000006,515.0062175657548,501.43744873433644,497.0392578474303,500.9107225267608,488.83992367503475,0.01677304527575009,0.01677304527575009,-0.00877116587999332,-0.034886879554732846,-0.01777608793848693,0.01777608793848693
3901.200000000008,514.830519474909,501.27873017406546,496.8469094931768,500.801674577888,488.65282873111556,0.01676871652076342,0.01676871652076342,-0.008841018869667566,-0.03493111395205096,-0.017739442131004958,0.017739442131004958
3901.50000000001,514.6544933047227,501.1199298831697,496.66160663020554,500.69924137009815,488.4730619145629,0.0167635543371578,0.0167635543371578,-0.008896722177449943,-0.03496110219949344,-0.017133273877261757,0.017133273877261757
3901.800000000012,514.4781473036543,500.9610552157492,496.4688196958912,500.5883843122938,488.2853110592521,0.016759686296698967,0.016759686296698967,-0.008967235735504838,-0.035005039739793624,-0.016878485698284068,0.016878485698284068
3902.100000000014,514.3014899759087,500.80211358774653,496.2802609538876,500.48161846186855,488.1023021029278,0.01675460004127432,0.01675460004127432,-0.009029218672321577,-0.03504020202556433,-0.017072333409006445,0.017072333409006445
3902.400000000016,514.1245297940256,500.64311240262646,496.09225970195916,500.374575617582,487.91901269759535,0.016751236971020607,0.016751236971020607,-0.00909001931817228,-0.03507374604665471,-0.01717447720583721,0.01717447720583721
3902.700000000018,513.9472751416681,500.4840590447531,495.9082551531389,500.2715131861043,487.7400100073645,0.01674712957350178,0.01674712957350178,-0.009142758634543622,-0.035098972234144654,-0.016777225109384394,0.016777225109384394
3903.00000000002,513.7697342669422,500.3249608821198,495.71508944815173,500.1577383138107,487.55182457512865,0.016743378778526476,0.016743378778526476,-0.009213765273163258,-0.03514152234482426,-0.01654203289862379,0.01654203289862379
3903.300000000022,513.5919157632817,500.1658253358763,495.5324772457977,500.0543684592601,487.3741828275422,0.016739283092355194,0.016739283092355194,-0.009263615609077935,-0.03516300285959868,-0.01657791924728102,0.01657791924728102
3903.600000000024,513.4138280350277,500.00665979362276,495.3461783142656,499.94612111121455,487.19218231918273,0.016736713541394267,0.016736713541394267,-0.009320827627643937,-0.0351911901012956,-0.016858693851787395,0.016858693851787395
3903.900000000026,513.2354793962039,499.8474716375332,495.1617410433421,499.84024847662147,487.0130286696409,0.016732021309493104,0.016732021309493104,-0.009374329486379764,-0.035215303246621095,-0.016581656950115334,0.016581656950115334
3904.200000000028,513.0568782606844,499.6882682632663,494.97195909693795,499.72738224335563,486.82799516481083,0.016728626975057247,0.016728626975057247,-0.009438492761969168,-0.035249334705849296,-0.01638324641575188,0.01638324641575188
3904.50000000003,512.878033125775,499.52905706649733,494.7952819926802,499.6269225692015,486.655979206165,0.016724962055931318,0.016724962055931318,-0.009476465976880372,-0.03525739948283826,-0.016136516643801828,0.016136516643801828
3904.800000000032,512.6989523958156,499.3698454348255,494.6094995616915,499.5167899927044,486.4747236299733,0.016721888181606297,0.016721888181606297,-0.009532705214727082,-0.03528279582524485,-0.01659323564910274,0.01659323564910274
3905.100000000034,512.5196443344296,499.2106407651455,494.42610204208404,499.40824211907335,486.29597459575825,0.01671847572475613,0.01671847572475613,-0.009584197621254453,-0.03530310825293664,-0.016211780995983176,0.016211780995983176
