wave,0_0_flux
3900.0,141.87960002263287
3900.0600000000004,120.98476464008125
3900.120000000001,117.73777672859049
3900.180000000001,95.83780576426496
3900.2400000000016,61.215688571289576
3900.300000000002,35.556452700985396
3900.3600000000024,33.03769373111533
3900.420000000003,52.394250758215854
3900.480000000003,88.43774924517989
3900.5400000000036,126.47150758185447
3900.600000000004,143.28248684414976
3900.6600000000044,155.36983690357792
3900.720000000005,176.12574178890418
3900.780000000005,208.6707320810027
3900.8400000000056,248.75102587868398
3900.900000000006,277.0534547169086
3900.9600000000064,282.6814336583093
3901.020000000007,285.051989550554
3901.080000000007,280.4876672240647
3901.1400000000076,279.9016445553447
3901.200000000008,276.4092074799907
3901.2600000000084,265.3687710822007
3901.320000000009,242.3623281692837
3901.380000000009,222.73540550415026
3901.4400000000096,214.11559178762775
3901.50000000001,213.29182180724544
3901.5600000000104,197.76286434197235
3901.620000000011,170.3388739950062
3901.680000000011,166.3926012939898
3901.7400000000116,203.00048905372816
3901.800000000012,233.55383433519657
3901.8600000000124,241.0671027030122
3901.920000000013,223.6027404513497
3901.980000000013,197.14965716368656
3902.0400000000136,171.4877699952728
3902.100000000014,164.82106200970378
3902.1600000000144,182.8550038691636
3902.220000000015,189.3976854804064
3902.280000000015,202.9221488904724
3902.3400000000156,210.4380141857154
3902.400000000016,195.32209005787243
3902.4600000000164,167.51281318755576
3902.520000000017,135.45121478816367
3902.580000000017,102.52748727732148
3902.6400000000176,68.11933600859555
3902.700000000018,41.85879372157024
3902.7600000000184,36.46851456140076
3902.820000000019,49.87441069204035
3902.880000000019,69.83236587082969
3902.9400000000196,81.15663911175696
3903.00000000002,77.24735450196943
3903.0600000000204,78.04670926551569
3903.120000000021,105.21901974833558
3903.180000000021,151.84458373263118
3903.2400000000216,197.70435266116718
3903.300000000022,233.87024941738733
3903.3600000000224,246.99916321789104
3903.420000000023,231.43843281884335
3903.480000000023,195.93138910064044
3903.5400000000236,148.92108934280506
3903.600000000024,104.49630563177475
3903.6600000000244,78.651943181619
3903.720000000025,86.75087716717739
3903.780000000025,131.8079164558714
3903.8400000000256,179.99607334456795
3903.900000000026,213.47495919696252
3903.9600000000264,238.44018772421464
3904.020000000027,245.22384292893855
3904.080000000027,238.158920631346
3904.1400000000276,226.91080540453484
3904.200000000028,231.91989077872995
3904.2600000000284,239.43948705208933
3904.320000000029,225.39510179675383
3904.380000000029,195.576678557348
3904.4400000000296,168.60644740520132
3904.50000000003,143.92199328575202
3904.5600000000304,122.58876764247958
3904.620000000031,115.44784516957046
3904.680000000031,144.65485898210434
3904.7400000000316,174.49161044185934
3904.800000000032,189.52039538214285
3904.8600000000324,195.8788539531328
3904.920000000033,195.7354796244509
3904.980000000033,174.11427853391703
3905.0400000000336,150.5631697152508
3905.100000000034,129.00323259297804
3905.1600000000344,95.71330619970318
3905.220000000035,62.07855483266799
3905.280000000035,42.37510041738369
3905.3400000000356,39.454251356002864
3905.400000000036,51.89066611588964
3905.4600000000364,76.84955870396868
3905.520000000037,105.0235217085324
3905.580000000037,118.57657706420468
3905.6400000000376,113.44990006135737
3905.700000000038,106.3676856281894
3905.7600000000384,119.0802657752911
3905.820000000039,139.94578182890476
3905.880000000039,146.27534769034975
3905.9400000000396,152.1510479538122
3906.00000000004,139.0283311412763
3906.0600000000404,99.0865225134737
3906.120000000041,59.53783785990259
3906.180000000041,44.26141748763613
3906.2400000000416,36.196858068213714
3906.300000000042,38.22828068634128
3906.3600000000424,58.329531896937965
3906.420000000043,89.09617652352611
3906.480000000043,103.82841753445605
3906.5400000000436,103.77021332956487
3906.600000000044,118.44141627645729
3906.6600000000444,144.38798052760683
3906.720000000045,142.7651184581008
3906.780000000045,121.16624901266242
3906.8400000000456,106.34347796390168
3906.900000000046,99.40636083939685
3906.9600000000464,110.29687345274664
3907.020000000047,130.98488959023936
3907.080000000047,138.25666504501243
3907.1400000000476,137.3026541845195
3907.200000000048,132.64673236894126
3907.2600000000484,117.26654365512957
3907.320000000049,131.35690226094601
3907.380000000049,160.95609081051217
3907.4400000000496,167.47612034884034
3907.50000000005,144.6709684684444
3907.5600000000504,128.8971115117998
3907.620000000051,105.63921438931524
3907.680000000051,84.12982234235635
3907.7400000000516,86.1963435854732
3907.800000000052,114.03646586433653
3907.8600000000524,158.70773521261623
3907.920000000053,186.60795514129435
3907.980000000053,193.05262416751003
3908.0400000000536,174.92660645725633
3908.100000000054,144.16980311123675
3908.1600000000544,120.18265916561947
3908.220000000055,102.06481948760502
3908.280000000055,107.33908303545459
3908.3400000000556,120.05108050514248
3908.400000000056,129.92172134429362
3908.4600000000564,124.87325449699394
3908.520000000057,103.87860531016881
3908.580000000057,100.34671709958
3908.6400000000576,122.18588226408248
3908.700000000058,153.6605126813814
3908.7600000000584,185.18131758843492
3908.820000000059,228.16309850669987
3908.880000000059,258.04975518858146
3908.9400000000596,258.39854769229777
3909.00000000006,239.96860064341507
3909.0600000000604,215.6615001357267
3909.120000000061,204.0464742170876
3909.180000000061,217.4748708391093
3909.2400000000616,215.28586628703235
3909.300000000062,185.42533629515702
3909.3600000000624,148.21540467332798
3909.420000000063,112.67667744786264
3909.4800000000632,83.59061924661133
3909.5400000000636,76.8364285722502
3909.600000000064,72.65273055977995
3909.6600000000644,74.59535973276336
3909.720000000065,98.22103976707491
3909.7800000000652,147.3825315535905
3909.8400000000656,211.06074072646845
3909.900000000066,250.00185592599252
3909.9600000000664,261.6516700338012
3910.020000000067,254.12721207342045
3910.0800000000672,228.48705969294636
3910.1400000000676,206.11290531458212
3910.200000000068,196.60628209185637
3910.2600000000684,186.59376564982907
3910.320000000069,180.87461547604298
3910.3800000000692,183.68348235463185
3910.4400000000696,182.4728871866355
3910.50000000007,161.7703627941555
3910.5600000000704,132.56193587934297
3910.620000000071,101.40128397170172
3910.6800000000712,90.12907299326768
3910.7400000000716,97.8780256639056
3910.800000000072,104.70860644683188
3910.8600000000724,117.46331036150933
3910.920000000073,125.55971448639741
3910.9800000000732,132.01870251071966
3911.0400000000736,167.0635238690327
3911.100000000074,203.03066550561218
3911.1600000000744,229.23437110602356
3911.220000000075,253.28324776030496
3911.2800000000752,267.41097372002037
3911.3400000000756,261.3400836117037
3911.400000000076,239.82951672626314
3911.4600000000764,208.847375869722
3911.520000000077,171.33258887872486
3911.5800000000772,154.37063490911095
3911.6400000000776,148.30354251570623
3911.700000000078,155.83702110936403
3911.7600000000784,156.4467061133681
3911.820000000079,153.9456646760484
3911.8800000000792,162.27320771303837
3911.9400000000796,155.97383268556487
