wave,0_0_flux
3900.0,794.2129909612544
3900.0600000000004,784.9098009120783
3900.120000000001,777.4282994092717
3900.180000000001,773.4206953042146
3900.2400000000016,777.727563817943
3900.300000000002,796.0941215084259
3900.3600000000024,830.5708614364804
3900.420000000003,864.2002162275286
3900.480000000003,893.4379706979929
3900.5400000000036,919.9183053582702
3900.600000000004,940.9648577307422
3900.6600000000044,942.5900153226095
3900.720000000005,917.8685747293797
3900.780000000005,884.9165594891416
3900.8400000000056,842.6726612573202
3900.900000000006,796.191260091358
3900.9600000000064,752.2485150775896
3901.020000000007,726.643715153991
3901.080000000007,712.2038062173682
3901.1400000000076,720.2157855757965
3901.200000000008,747.7998845664466
3901.2600000000084,783.8849789668365
3901.320000000009,828.4189014566898
3901.380000000009,886.6719134350641
3901.4400000000096,946.4858517889555
3901.50000000001,1008.1788244099101
3901.5600000000104,1056.9005999486433
3901.620000000011,1090.8175843348547
3901.680000000011,1112.7913610574772
3901.7400000000116,1130.8169749338238
3901.800000000012,1142.1249507203304
3901.8600000000124,1141.3577598211232
3901.920000000013,1137.541169455929
3901.980000000013,1132.2127878326185
3902.0400000000136,1118.5913685207552
3902.100000000014,1101.6096634352912
3902.1600000000144,1087.9291184157398
3902.220000000015,1088.189220080697
3902.280000000015,1078.7884501786089
3902.3400000000156,1058.7206104002448
3902.400000000016,1055.4799648216813
3902.4600000000164,1052.3208810349602
3902.520000000017,1046.7159475859346
3902.580000000017,1042.9312893137323
3902.6400000000176,1046.3389358919333
3902.700000000018,1040.8088134583186
3902.7600000000184,1033.2406062957252
3902.820000000019,1030.202832037
3902.880000000019,1018.4880326861951
3902.9400000000196,998.0511819171078
3903.00000000002,969.2096056940328
3903.0600000000204,928.6593553935401
3903.120000000021,885.6755501165406
3903.180000000021,831.5029957631023
3903.2400000000216,777.724436163637
3903.300000000022,730.1135306901396
3903.3600000000224,683.9138699691974
3903.420000000023,652.1478840459516
3903.480000000023,634.6034087301575
3903.5400000000236,633.308520943294
3903.600000000024,658.6234395268915
3903.6600000000244,696.6520339582399
3903.720000000025,736.7628670372309
3903.780000000025,782.0670087647517
3903.8400000000256,836.8738138705417
3903.900000000026,876.7837293234782
3903.9600000000264,901.6597927688713
3904.020000000027,906.8928720743992
3904.080000000027,896.0253916218547
3904.1400000000276,879.6170425164287
3904.200000000028,857.1890443041649
3904.2600000000284,840.7208672356414
3904.320000000029,821.3371685080756
3904.380000000029,810.0570697501308
3904.4400000000296,816.2740577289195
3904.50000000003,838.156271851997
3904.5600000000304,865.3842512857764
3904.620000000031,899.5279922749911
3904.680000000031,943.813506150586
3904.7400000000316,987.9729300168988
3904.800000000032,1019.9586025579761
3904.8600000000324,1040.4210925657826
3904.920000000033,1046.2323090386196
3904.980000000033,1045.8232309416574
3905.0400000000336,1020.2461443001106
3905.100000000034,991.1766778096802
3905.1600000000344,973.3145309170782
3905.220000000035,951.6053727959162
3905.280000000035,928.3657161353024
3905.3400000000356,914.6381576676096
3905.400000000036,907.592278169738
3905.4600000000364,897.6964967609794
3905.520000000037,879.8081895593668
3905.580000000037,860.3639941307551
3905.6400000000376,833.4095478765219
3905.700000000038,792.6169398880044
3905.7600000000384,749.8884022503532
3905.820000000039,704.7318228411797
3905.880000000039,655.2435041918384
3905.9400000000396,612.5566284321249
3906.00000000004,589.0489190640378
3906.0600000000404,580.3762380987041
3906.120000000041,586.2400342840183
3906.180000000041,612.546817401848
3906.2400000000416,651.5682780729963
3906.300000000042,702.2861223690197
3906.3600000000424,750.2914311969788
3906.420000000043,800.3210866439763
3906.480000000043,836.866584785442
3906.5400000000436,851.4358260983363
3906.600000000044,849.7738264845439
3906.6600000000444,848.4481234546821
3906.720000000045,833.6815118438121
3906.780000000045,795.6926361729879
3906.8400000000456,770.6600082915602
3906.900000000046,761.9213858251543
3906.9600000000464,742.2102972643137
3907.020000000047,725.5021438378316
3907.080000000047,730.1862165978508
3907.1400000000476,753.6644418415666
3907.200000000048,777.4013216586033
3907.2600000000484,800.8349283796919
3907.320000000049,842.9103754758554
3907.380000000049,891.3449607558042
3907.4400000000496,922.1986416914385
3907.50000000005,947.5464454369852
3907.5600000000504,964.0717182740249
3907.620000000051,976.7206632843411
3907.680000000051,986.5141188980833
3907.7400000000516,985.2016830732515
3907.800000000052,980.3154454272933
3907.8600000000524,978.8950151099285
3907.920000000053,971.4539755064346
3907.980000000053,948.0951619435567
3908.0400000000536,947.5749370589306
3908.100000000054,940.7409525104588
3908.1600000000544,927.4677216292321
3908.220000000055,909.8972348685527
3908.280000000055,914.2455194769881
3908.3400000000556,921.8668445130909
3908.400000000056,921.7995821727286
3908.4600000000564,927.2635236632723
3908.520000000057,945.6326872346824
3908.580000000057,964.984403346375
3908.6400000000576,979.6423639521221
3908.700000000058,991.618411433661
3908.7600000000584,998.3546465162094
3908.820000000059,1007.7814948053735
3908.880000000059,995.076299699132
3908.9400000000596,993.5762743015591
3909.00000000006,974.2414794624752
3909.0600000000604,951.9582253042014
3909.120000000061,940.4071866523498
3909.180000000061,933.0608122766668
3909.2400000000616,926.0164651059846
3909.300000000062,930.2730673730721
3909.3600000000624,953.3169559208451
3909.420000000063,969.7521165679776
3909.4800000000632,998.6037273968444
3909.5400000000636,1025.5444003369832
3909.600000000064,1054.334605166543
3909.6600000000644,1074.9001739329128
3909.720000000065,1090.6787802106164
3909.7800000000652,1094.2217206371454
3909.8400000000656,1082.6908334183295
3909.900000000066,1053.8177618224024
3909.9600000000664,1013.5487583527258
3910.020000000067,968.3331931585539
3910.0800000000672,921.7457881340991
3910.1400000000676,872.7535388128613
3910.200000000068,849.2322789060651
3910.2600000000684,840.1762997558951
3910.320000000069,843.0966508732415
3910.3800000000692,852.5141817269749
3910.4400000000696,873.7209706132985
3910.50000000007,915.8298045990807
3910.5600000000704,950.210005899161
3910.620000000071,980.6194593166775
3910.6800000000712,1012.6349895628216
3910.7400000000716,1038.418314823022
3910.800000000072,1046.2091007812392
3910.8600000000724,1052.9992655456879
3910.920000000073,1046.917054777395
3910.9800000000732,1025.686714283454
3911.0400000000736,996.929120577357
3911.100000000074,966.7880177331972
3911.1600000000744,943.6552265580244
3911.220000000075,925.7996055193912
3911.2800000000752,907.4069415520744
3911.3400000000756,891.5518353019535
3911.400000000076,894.078815302265
3911.4600000000764,900.9584357397284
3911.520000000077,920.0865537937458
3911.5800000000772,940.0816683290722
3911.6400000000776,969.1322405315798
3911.700000000078,1002.6278165605534
3911.7600000000784,1031.111373005662
3911.820000000079,1066.4158012700584
3911.8800000000792,1090.7398305664306
3911.9400000000796,1106.102243230356
3912.00000000008,1108.0791262247647
3912.0600000000804,1106.7636074148215
3912.120000000081,1092.6954211716338
3912.1800000000812,1078.755494428262
3912.2400000000816,1054.271051596881
